date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO,Company
Wed Aug 13 2014 18:16:47 GMT-0400 (Eastern Daylight Time),,, ,Laid back atmosphere,I worked at Citadel,0,Decent pay for lack of experience,tant change not a Stable environment,,3.0,2.0,2.0,3.0,3.0,2.0,,,,citadel
Thu Aug 07 2014 11:10:19 GMT-0400 (Eastern Daylight Time), Senior Software Engineer,"New York, NY",Former Employee ,Very pleased,I worked at Citadel full-time for more than 5 years,1,Using advanced technology Good pay and benefits,"The management is involved in local corporate politics and interested in it more than end result. But good, not everybody like that, just only some individuals.",,4.0,3.0,2.0,5.0,4.0,3.0,Recommends,Neutral Outlook,Approves of CEO,citadel
Wed Jul 23 2014 13:15:23 GMT-0400 (Eastern Daylight Time),,, ,Stay away,I worked at Citadel for more than 8 years,26,"There are no pros to this, because its normally about the money, but see the cons section.","Pay. When you work out how many hours you will lose from your life, the money is ridiculously low. Has an jnner circle - if you are not in it, your career will be glacial, and you will be unfairly paid. I am suspicious of some of the reviews about using latest technologies....thats complete hogwash. Be prepared to be forced to use really old technology, and when you ask for new tech, get berated and flagged as a trouble maker. The level to which the company is behind on latest technologies is profound. The five star reviews here on Glassdoor HAVE to be Citadel HR; its impossible for such an opinion, and I NEVER found anyone in tech that loved working at the company. Depressing.",,1.0,1.0,1.0,1.0,3.0,1.0,Doesn't Recommend,,Disapproves of CEO,citadel
Wed May 28 2014 14:43:59 GMT-0400 (Eastern Daylight Time), Technology Analyst,"New York, NY",Former Employee ,Pays well but incredibly unstable,I worked at Citadel full-time for more than a year,11,"Good pay, catered lunch, smart people","Stressful, unstable environment, constant insecurity (due to business shuttering)",,3.0,2.0,3.0,3.0,4.0,3.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,citadel
Tue Apr 22 2014 20:42:12 GMT-0400 (Eastern Daylight Time), IT/Developer,"Chicago, IL",Current Employee ,"Spotty systems, political environment",I have been working at Citadel full-time for more than 3 years,5,Pay is good. You make useful Contacts. You learn the Business knowledge.,Extremely political environment. Upward mobility difficult.,,3.0,3.0,1.0,4.0,5.0,2.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,citadel
Tue Mar 25 2014 13:14:35 GMT-0400 (Eastern Daylight Time)," Managing Director, Structured Products","New York, NY",Current Employee ,"Unpredictable, Opaque",I have been working at Citadel full-time for more than a year,10,Strong technology and market intelligence resources.,"Mercurial, unpredictable, opaque, dictatorial relationship between management hierarchy and front line profit generating business originators / PMs. Cult of personality environment around founder shared by management focused more on protecting their entrenched positions then facilitating execution of business strategies by product / counterparty facing officers.",,2.0,2.0,3.0,3.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,Approves of CEO,citadel
Sun Mar 23 2014 12:28:06 GMT-0400 (Eastern Daylight Time), Global Infrastructure,"Chicago, IL",Former Employee ,"Work hard, stressful environment, but compensated well",I worked at Citadel full-time for more than 5 years,4,"Compensation, benefits, very little dead weight is carried","Difficult to advance, daily catered lunch makes it easy to pack on the pounds",,4.0,3.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,citadel
Fri Mar 28 2014 12:23:10 GMT-0400 (Eastern Daylight Time),,, ,Good Company,I have been working at Citadel,0,"Work with the smartest minds in the industry, always pushing the envelope for new ideas","Long hours, hard to move up as the higher ups rarely leave on their own",,4.0,2.0,4.0,3.0,5.0,3.0,,,,citadel
Sun Mar 02 2014 12:03:56 GMT-0500 (Eastern Standard Time),,, ,Competitive but rewarding company,I have been working at Citadel,3,"Hard working and smart colleagues, good opportunities to take on more responsibility",Work has to be your hobby as well!,,5.0,3.0,4.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,citadel
Mon Feb 24 2014 05:39:36 GMT-0500 (Eastern Standard Time), Software Developer,"Chicago, IL",Current Employee ,Highly challenging,I have been working at Citadel full-time for less than a year,4,"Highly challenging work environment, smart collegues",Highly volatile and job insecurity,,5.0,1.0,1.0,3.0,5.0,3.0,Positive Outlook,,Approves of CEO,citadel
Fri Feb 28 2014 17:50:35 GMT-0500 (Eastern Standard Time), Senior Software Engineer,"Chicago, IL",Current Employee ,"Leading Financial Company in Chicago, much better working environment and culture than other prop trading firms.",I have been working at Citadel full-time for more than 5 years,0,"Good Env. Top pay, Relax culture (comparing to other leading prop trading firm in Chicago).",Still tough for new comer.,,4.0,4.0,4.0,3.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,citadel
Tue Dec 03 2013 20:48:49 GMT-0500 (Eastern Standard Time), Quantitative Researcher,,Former Employee ,Citadel took a new hire's official offer back after knowing his wife is pregnant,I worked at Citadel full-time,48,Good Compensation. Hard working environment . The office is located is the central part of the city. Hong Kong is nice place,"See the title. A new hire passed all the exams and get an official offer from Hong Kong office. The new hire then let them know his wife is pregnant since he needs to ask some information. After knowing that, Citadel took the offer back with the reason that they lost the confidence of the new hire.",,2.0,1.0,2.0,2.0,4.0,2.0,Doesn't Recommend,,No opinion of CEO,citadel
Tue Dec 03 2013 10:34:39 GMT-0500 (Eastern Standard Time),,"Chicago, IL",Former Employee ,Very fast paced environment,I worked at Citadel full-time for more than a year,15,"Citadel hires talented and very knowledgeable employees so I definitely learned a lot while working there and managers are definitely willing to delegate work so you get more experience. They had a lot of perks - Benefits are amazing, salary and bonuses are above market, free gym if you had the time to go, food provided for breakfast, lunch, and dinner, Ken would give out tickets to the symphony, got to go to cubs games but I feel like they need these perks because you work so many hours. Extremely fast-paced environment and no day was the same.","No work/life balance and a very cut-throat environment. I noticed a lot of turnover because employees got burnt out. Citadel provides a lot of perks/amenities, which is great, but I felt I had to eat at my desk everyday and work a ridiculous amount of hours. I was also expected to work everyday on vacations and I never came back feeling relaxed but more stressed out.",,3.0,1.0,3.0,3.0,5.0,4.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,citadel
Thu Oct 31 2013 19:31:49 GMT-0400 (Eastern Daylight Time), Quantitative Researcher,,Former Employee ,Great learning experience and introduction to financial markets,I worked at Citadel full-time for more than a year,6,Exposure to a lot of areas of finance and work with smart people and a great platform with many resources.,"High turnover, company culture could be better",,4.0,2.0,2.0,4.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO,citadel
Mon Oct 14 2013 08:20:51 GMT-0400 (Eastern Daylight Time),,, ,good,I have been working at Citadel,0,nice good clean free food,not efficient enough long working hour,,5.0,5.0,5.0,5.0,5.0,5.0,,,,citadel
Thu Oct 24 2013 20:31:44 GMT-0400 (Eastern Daylight Time),,,Current Employee ,"Fast paced, great benefits",I have been working at Citadel full-time,1,"Get to work with really smart ppl, great compensation and benefits.",Could be demanding at times; Not a lot of interaction between teams.,,4.0,3.0,4.0,4.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO,citadel
Fri Oct 11 2013 11:47:11 GMT-0400 (Eastern Daylight Time),,, ,"High-pressure, demanding place",I have been working at Citadel,1,Good benefits. Nice office. Lunch is good.,"Very intense environment. High pressure, very demanding.",,3.0,2.0,3.0,4.0,5.0,3.0,,,,citadel
Fri Sep 20 2013 20:32:20 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Do you think you can make KG his next $billion?,I have been working at Citadel full-time,0,Fortunate to work with people I respect professionally. Exciting to work for an industry leader. Good pay and benefits.,High turnover. Longer hours. Communication from management is not great. It is a great/exciting/challenging place to work but I don't plan to end my career here.,,4.0,,,,,,Recommends,,,citadel
Mon Sep 16 2013 08:10:03 GMT-0400 (Eastern Daylight Time), Applications Engineer,"Chicago, IL",Former Employee ,fast paced exciting technical experience,I worked at Citadel full-time for more than 3 years,0,everyone is there to work hard and deliver per team very experienced and knowledgeable co-workers benefits are top notch pay is competitive training is highly embraced work with fairly new technologies turnaround on environment or technical changes do not get hung up on resistance or red tape,flat hierarchical structure in technology decisions only typically come from a few in upper leadership,,4.0,3.0,4.0,3.0,5.0,3.0,Recommends,,Approves of CEO,citadel
Mon Sep 09 2013 05:13:46 GMT-0400 (Eastern Daylight Time), Operations Analyst,"Chicago, IL",Former Employee ,"Work hard, play hard, don't let it burn you out",I worked at Citadel full-time for more than a year,0,Loved working with so many bright and hard working individuals. Citadel pushes you to perform and excel on a constant basis and greatly rewards your achievements.,"Hours & work/life balance. Being a part of Citadel, there is a cultural push for employees to contribute significant hours akin to those of their front office counterparts. I never said 'no' to a new challenge which wound up providing me many new opportunities but also wound up burning me out after a few years.",,4.0,2.0,4.0,3.0,5.0,4.0,Recommends,Neutral Outlook,No opinion of CEO,citadel
